age,income,buys_house
34,1711602,1
34,1021485,0
22,448966,0
57,645292,1
25,1386693,0
58,1568343,1
61,1278290,0
34,889746,0
59,1620003,1
45,1519282,0
40,517192,0
22,555439,1
59,212026,0
26,306147,0
37,1804453,1
45,1881063,1
48,1083706,0
22,488988,1
55,552559,1
57,1457150,1
25,1462916,1
21,254708,0
60,657141,1
32,1843689,1
56,1824438,1
43,1596268,0
51,612028,1
31,1480985,0
30,1959245,0
23,1837094,1
34,1503027,1
36,1027013,1
30,1495750,1
49,639844,0
30,1468276,1
32,487249,0
50,714539,1
61,531301,0
21,1674234,1
25,1243840,0
40,1597955,0
28,970802,1
63,464491,1
32,950382,1
21,348182,0
40,393242,0
48,1122427,1
63,907161,0
57,655987,1
57,324926,0
32,281147,0
57,1558855,1
64,1792063,1
48,1431784,0
35,1678367,1
26,420868,0
64,320787,1
40,1164237,1
34,314427,0
22,348063,0
29,877913,0
57,1469358,1
40,811781,1
46,688633,0
49,999203,1
21,1374183,0
55,971122,0
26,1135802,0
57,279876,0
25,692108,0
53,367071,0
34,1975823,1
32,655884,0
62,1711166,1
40,1709301,0
44,1492298,0
63,1745140,1
54,537927,0
45,768728,0
49,755943,0
59,767327,1
51,517399,1
63,272219,0
43,910349,0
64,1867458,1
58,1569315,1
40,894911,1
43,918590,0
36,566042,1
62,1539091,1
28,1711150,0
41,359950,0
21,367229,0
28,1254490,0
49,1463348,1
52,1537900,1
58,1121192,1
25,1065048,0
42,1476137,1
54,1436011,1
21,819501,0
46,620576,1
63,762093,1
30,606669,0
50,1375175,0
38,878063,1
37,1438669,0
46,1322752,0
28,294799,0
60,822673,0
32,959942,0
47,1337495,1
28,1124914,1
45,805750,0
24,379340,0
53,889608,1
21,1279735,0
39,242039,0
51,957262,1
36,1296376,1
34,502905,0
25,818914,0
61,679319,1
46,1366944,0
48,899023,0
22,1853767,0
26,1157916,0
29,1367574,0
53,441324,0
61,709662,1
45,628583,0
33,1762096,1
29,1570614,1
33,433229,0
51,1037876,0
61,1151773,0
31,261748,0
24,1289766,1
54,1288894,0
58,892378,1
24,324078,0
58,239759,1
39,1002930,0
26,750277,0
54,1744502,1
38,1929504,1
33,579179,0
61,1053009,0
43,567375,1
39,1232203,1
31,885459,0
21,1076332,1
44,633855,0
27,1091111,1
45,485626,0
41,1579932,1
35,1697053,1
21,1228825,0
32,680533,0
27,1016480,0
35,1120569,1
41,1643828,1
39,1808678,0
49,915054,0
45,1658716,1
53,591637,0
52,1308780,1
55,1805708,0
64,448827,1
58,445256,0
46,544087,1
31,221518,0
55,610275,0
28,1795916,1
34,794091,1
30,271524,0
22,948870,1
29,1767431,1
23,1076004,0
41,791309,1
46,935609,0
28,482187,0
22,1250995,1
26,1960828,0
48,1370407,1
49,968976,1
46,1874663,1
45,1134644,0
32,636700,0
25,1443517,0
54,1424858,1
57,540641,0
35,832899,0
64,1386135,1
56,786400,1
35,1148614,0
63,1487616,1
43,1002792,1
26,957739,0
64,1994354,1
63,1240206,1
41,1593758,1
43,1755381,0
63,1190671,0
36,465161,1
35,548405,0
45,391196,0
56,1994234,1
31,1692741,1
35,1962204,1
24,790608,0
41,1483643,1
33,1985237,1
42,1644988,1
39,537232,0
54,1429362,0
34,1542641,1
24,1054967,0
47,1313926,1
49,381417,1
48,440678,0
55,543275,1
28,1270639,0
36,1889980,0
62,1713528,1
56,1589666,1
50,1425619,1
38,334670,0
22,210564,0
33,966412,1
24,951794,0
46,1765515,0
45,511869,0
50,1858998,0
31,305940,0
27,1177444,1
51,786373,0
64,1790726,1
30,1520985,1
59,1389353,1
33,386351,0
51,1835335,1
27,1339656,1
62,673050,0
62,656195,0
56,517972,1
40,1739998,0
24,1627604,0
27,1880871,0
21,1818968,1
64,1813798,1
62,978894,0
33,1778914,0
42,1947888,1
41,1728362,1
42,1228520,0
48,1519204,0
29,1573368,1
46,1570665,1
29,909038,0
35,1804187,1
30,286332,0
44,1081037,0
62,1729155,0
28,1504116,1
44,454547,0
36,1152865,1
46,996747,1
47,510112,0
57,1930455,1
24,471251,0
44,1763332,0
39,780069,1
56,466013,0
59,655911,0
30,653638,0
45,1780835,1
38,1536371,0
39,1567694,1
56,694509,0
30,223446,1
53,1417756,0
25,728111,0
55,344526,1
64,859292,0
54,1127724,1
53,405162,0
41,1316541,1
37,666196,0
42,472654,0
57,1685837,1
35,865897,0
55,1714475,1
48,305935,0
27,1055566,1
52,957993,1
31,701443,0
30,453978,1
29,869142,0
34,576924,0
33,587688,0
45,716404,1
22,537864,0
55,1850868,1
27,1270648,1
41,281015,0
38,425075,1
23,1992874,1
62,1321322,0
59,376774,0
61,564404,1
31,599273,1
59,328259,1
44,230916,0
39,751556,0
24,1947914,1
46,223259,0
58,646799,0
62,803688,1
52,496437,0
59,1884445,1
56,1255619,1
60,1954366,1
57,307009,0
53,1158146,0
56,1457713,1
23,361940,0
29,1768042,1
28,1009716,0
53,837547,0
26,1349380,0
61,269000,0
59,284179,1
24,1723282,0
33,984514,0
22,1272456,0
25,1642047,1
64,594718,1
47,925552,0
52,669054,1
41,1057398,0
28,372438,1
58,620641,0
28,645544,0
23,969640,1
64,1840260,1
23,1582414,0
42,1647598,1
26,679490,0
22,1003538,0
43,256731,0
64,1323586,1
22,449091,0
58,1543319,0
37,271326,0
55,973164,1
54,537850,1
43,1781868,1
50,1750074,1
28,1363594,0
42,1693156,1
64,1798656,1
56,688968,1
25,658128,1
33,254645,0
49,1780096,1
51,671426,1
36,1827630,1
62,1893465,1
50,281588,0
36,1428190,0
32,1778777,1
37,1885270,0
36,313693,1
32,1866313,1
28,210567,0
40,1811243,1
23,1978904,0
36,1511039,1
50,1338581,1
43,1995962,1
48,1727912,1
60,1253367,0
25,690488,0
40,331401,0
60,405459,0
64,261032,1
21,899438,0
50,1075094,0
41,1794164,1
40,1062132,1
26,1692737,0
42,779897,0
38,391634,1
28,814333,1
59,992135,0
52,948005,1
53,1573835,1
36,1226457,1
32,419162,0
58,1276252,1
54,1703502,1
34,944700,0
56,1949376,1
53,1416571,1
43,1540522,1
22,1601051,1
61,656120,1
41,1177666,1
22,1373362,0
47,1051601,1
29,1841011,0
21,746363,0
31,930076,0
23,1257880,0
43,329851,1
46,1631449,1
24,1308198,0
38,1564935,1
26,1197650,0
55,1881518,1
42,1654313,1
63,1497685,1
35,486172,0
42,763616,0
57,489445,0
62,500159,0
32,1991212,1
62,761133,1
58,1849258,1
38,375231,0
55,505858,0
50,1329298,1
44,487374,0
62,1865418,1
50,1297838,1
34,1207705,1
26,241722,0
23,1163863,0
36,1049228,0
27,895519,1
34,440740,0
29,1226179,1
35,1859916,1
41,1349384,1
55,455416,0
22,1510704,1
47,1994145,0
22,1647031,0
55,970340,0
38,1561606,1
34,1089856,1
40,1668987,0
38,304697,0
30,1736651,1
45,1480148,0
22,957130,1
45,1869163,1
53,890034,1
56,1397753,0
51,1227691,1
34,360811,0
21,1755533,1
36,1411617,0
23,1787361,1
55,1643608,1
61,978492,1
26,457471,1
45,292019,0
33,1963190,0
54,1357593,1
28,1055817,1
41,418220,1
54,1353729,0
24,758114,1
45,834322,0
35,1857106,1
24,1822964,0
32,1994035,0
52,558349,0
52,1261385,1
48,1837314,1
33,1549148,1
51,1212494,1
34,1359702,0
40,552465,0
38,988525,0
49,768786,1
26,1889115,1
52,1813849,1
49,1018441,1
63,1199598,1
22,590659,0
43,217718,0
39,1527425,1
51,549762,0
25,262598,0
39,1522959,0
54,1033054,1
30,770953,0
45,1018706,0
22,346075,0
31,1934802,1
51,1401636,1
35,649110,0
29,1763916,1
43,421516,0
39,1909610,1
29,1974474,0
55,1603823,1
41,1315022,1
29,753360,0
48,233717,1
27,418417,0
36,357723,0
36,579346,0
53,1161795,1
24,584533,0
24,309525,0
59,1705142,1
60,1461668,1
37,1253222,1
57,501857,0
59,1578656,1
49,1423979,1
56,484329,0
58,546407,1
59,954016,1
57,776395,0
55,969153,0
27,1708346,0
47,1003995,1
48,1843593,0
42,477845,1
34,1448720,1
27,1165721,0
57,939782,1
42,695339,1
25,852619,1
22,884770,1
47,299280,1
41,914075,0
58,1234472,1
35,1287241,0
41,478101,0
30,1165631,0
43,1181093,0
59,1048352,0
25,888235,0
21,313828,0
33,1110284,1
41,1905562,1
46,1339391,0
41,1443470,1
38,1189269,1
57,1976349,1
52,1413290,0
56,232356,0
37,1514529,1
55,1160875,1
31,471609,0
41,1970031,0
46,1584564,1
24,396322,0
54,1788114,1
38,246023,0
60,1874214,1
55,377696,1
61,1789291,1
49,626492,0
49,1058075,1
58,410084,0
62,1383087,0
41,679064,0
62,1991267,1
33,1327248,0
61,672919,0
37,1265876,0
29,522433,0
61,1658974,1
21,663723,1
22,1692704,1
49,1144413,0
53,219659,1
30,886763,0
60,1493835,1
41,1675378,1
48,210360,0
31,1007856,0
54,1870899,0
28,1752023,1
42,248791,0
28,596281,1
35,1972731,0
37,1757386,1
43,1523020,1
44,757658,0
39,925191,0
25,1275785,1
52,701503,0
64,483071,0
21,1807443,1
43,703623,0
57,817542,1
28,1064845,0
33,1237441,0
28,1886392,1
43,947562,1
63,1634636,1
21,1241371,1
44,905314,0
55,1496918,1
44,1992301,1
37,1072189,0
25,1666894,0
40,1151937,0
41,1002364,1
60,257803,0
51,1681535,0
56,1382200,0
31,780915,0
35,1949923,1
39,1590530,0
27,1293956,1
48,360322,0
63,1972280,1
25,1751186,1
25,1631041,1
50,1767915,1
52,1031460,1
28,870655,1
30,1197709,0
58,472667,1
52,1556250,1
48,738057,1
37,312035,0
51,1424293,1
28,1994679,1
60,1703934,1
45,880917,1
29,959087,0
22,1590502,0
35,540526,0
23,1416733,1
56,1693149,1
24,1097371,0
34,1393118,1
61,1065144,1
61,1891507,1
45,1618137,1
30,410154,0
41,1910741,1
56,1461972,1
32,1998820,1
47,1179532,0
60,1430420,1
22,722797,0
33,1191120,0
52,1874286,1
51,1600020,1
36,1247006,1
52,468774,1
52,1110906,1
54,561013,0
31,1394507,0
30,614399,1
35,1083717,1
37,1890420,1
60,1477071,1
38,454809,0
29,1159748,0
45,929672,1
60,1263597,1
34,1973799,0
45,648781,0
42,641259,0
50,928510,0
40,264361,0
41,996787,1
64,1347417,1
52,904364,1
41,1494876,0
55,360786,0
52,741486,0
50,529095,1
59,1119156,1
32,1685417,1
61,1507042,0
38,1727774,1
41,1791604,1
33,1514530,0
41,1110175,0
28,1134073,1
60,1506884,1
27,1348431,1
43,934480,0
64,321701,0
52,692281,1
31,1588767,1
42,1359347,0
42,1254739,1
63,1180591,1
45,1048503,1
42,1264641,0
48,1633043,1
49,1104401,1
33,545600,0
38,697721,0
22,448924,0
49,903708,1
41,744517,0
35,1563307,0
47,1560433,1
51,1930933,0
35,745389,0
43,1813255,0
44,406935,0
64,1321299,1
33,1474869,0
42,390477,0
63,1414596,1
57,500065,1
53,1714363,1
23,670223,0
39,1759750,1
43,614287,0
49,921478,0
50,379354,1
59,1864589,1
64,520589,1
45,936427,0
57,1592928,0
28,1696608,1
62,1617003,0
36,285779,0
28,1251636,1
21,850094,0
64,1524451,1
25,539974,0
23,1888735,1
21,745007,0
24,1821980,1
60,1763159,1
55,750613,1
52,1140101,1
62,1184943,1
54,1263127,0
63,555431,0
45,1534998,1
30,684405,0
41,215141,0
59,530057,1
47,1020047,0
47,1894922,1
22,918111,0
61,1885548,1
33,489596,0
29,1664517,1
56,774679,1
42,1893152,1
62,1978996,1
46,1362111,0
32,342770,1
37,439947,0
34,810999,1
34,1064282,1
54,1513085,1
40,952913,1
31,1084094,1
36,767660,0
51,1816998,0
26,1024255,0
39,795446,1
57,1232564,0
24,1381597,0
24,773684,0
40,1619056,0
30,1280488,0
44,1305523,1
55,713676,1
46,690913,0
57,1292963,0
58,1181469,0
41,478652,0
60,1556312,1
59,833537,1
41,201919,0
30,1029027,1
58,340689,0
24,1717060,1
40,233298,0
37,1485801,0
27,433725,0
24,476600,0
49,1358175,1
34,1332297,1
23,1024356,0
44,1010672,0
57,549525,1
36,471372,0
24,1008118,0
44,736208,1
54,1780296,1
50,1705367,1
38,1883371,1
39,1641229,0
51,1582445,1
39,1997511,1
39,1937846,1
42,846052,1
44,361298,1
32,404222,0
50,521243,1
58,1361133,1
51,742301,1
56,1794310,0
39,1091641,0
56,696409,0
50,925735,0
53,1180013,0
38,1875125,1
48,462701,0
31,1941325,0
53,903060,0
37,330878,0
26,823431,0
24,748866,1
40,1847643,1
47,864956,0
35,796822,0
26,996561,0
34,656610,1
31,397118,0
59,998028,0
29,789643,1
46,737262,0
36,1446321,0
25,1499942,0
30,1637514,1
23,686649,1
33,1056634,0
63,274442,0
50,877178,1
26,1828462,0
37,333726,0
39,758046,0
62,327309,0
55,890288,0
46,713644,0
25,384681,0
49,1803416,1
57,603552,1
40,1557757,1
41,347278,0
30,1807695,1
25,1292139,0
56,1266937,1
26,1323045,0
46,1769157,1
24,1759147,1
59,750104,1
59,1919555,1
55,434295,0
21,816767,0
44,226819,0
56,1240801,1
26,1633050,0
61,208798,0
64,880503,0
51,1036127,1
40,1674539,1
44,1902408,0
45,1925118,1
56,1502376,1
41,733703,1
50,1656800,1
44,1860502,1
64,1791316,1
62,1705867,0
50,1649912,0
42,1968321,1
48,834493,0
27,1266746,1
55,216259,0
48,484243,0
34,1389297,0
30,1377970,0
36,1213295,1
36,1569978,0
51,1420685,0
62,1522525,1
45,1757788,1
33,1503175,1
26,1291723,0
64,274280,0
29,1425701,0
56,568921,0
63,1870705,1
40,1733185,1
38,1897590,1
63,590503,0
41,276215,0
24,1885773,0
53,1606085,1
47,1521705,1
27,1523111,0
26,729149,0
35,461968,0
38,1955864,1
52,496508,1
31,544543,0
40,1738827,1
44,714060,0
35,424402,0
27,767211,0
41,1125423,1
62,1435544,1
46,701854,0
64,1596538,0
34,890200,0
57,1946191,1
41,1581880,1
38,1376741,0
25,1478890,0
23,601392,0
43,495673,0
46,1698198,1
57,868301,0
44,725957,1
39,1222936,1
45,1989718,1
41,507003,0
32,1828650,1
61,906443,1
53,1793187,1
24,430502,1
62,1778885,1
27,720766,1
42,501951,0
53,590449,0
37,512499,0
44,695655,0
54,1886279,1
48,470855,0
63,656295,0
61,1256480,1
59,1836897,1
42,320035,0
37,1993723,1
54,1434744,1
26,1470242,0
26,465237,0
54,487062,0
21,1190247,0
30,393708,0
41,914166,0
25,1389042,1
22,1373077,1
42,984516,0
22,816798,0
30,1342284,0
54,822107,1
36,1230649,0
59,1484179,0
42,1130784,1
32,760591,0
44,751741,0
60,1763484,0
58,1095318,0
30,923809,1
55,1772102,1
52,356837,0
27,1644132,1
41,719676,0
40,1995651,1
46,1210913,1
24,1810921,1
42,1961924,1
35,1867519,1
60,1525745,1
41,469289,0
35,825494,0
42,1435445,1
48,797518,1
34,879290,0
47,1665544,1
61,1356714,1
60,1979961,1
48,936664,1
46,1310616,1
22,1881532,1
45,1971632,0
23,704788,0
28,1706440,0
64,1305391,1
53,416741,0
62,1361365,1
55,1677482,1
26,943766,0
59,1207536,1
43,1044355,0
45,1416220,0
63,1433678,0
39,530048,0
25,437469,0
31,957596,0
32,1933139,0
30,1325664,1
28,729896,1
44,769955,1
48,1828411,1
61,1139989,0
56,1749388,1
57,1127366,1
41,1483483,1
28,1062380,0
29,1306136,1
35,1101495,0
60,1223695,0
38,414601,0
62,1080650,0
40,576606,0
26,883775,0
32,1136827,0
22,1432862,0
27,480141,0
36,1369842,0
23,1174507,0
23,1252255,1
47,688241,0
63,1813172,1
60,1454672,1
58,895202,1
53,1182912,0
48,1187036,0
21,647154,0
28,729983,0
57,426812,0
52,782787,0
63,223382,1
57,917583,1
24,1906302,1
50,1407115,0
26,652532,0
39,1623188,0
52,1255340,0
29,946256,0
32,1886695,1
31,261836,0
36,1542643,1
21,1503609,0
41,216292,0
50,1111345,0
33,1531659,1
54,1492348,1
24,1267376,1
48,256440,0
58,616462,1
51,851809,1
47,646021,1
25,1247568,0
45,1894191,0
23,1822512,1
53,650067,1
24,555642,0
45,1016196,0
40,369573,1
54,1305783,1
46,1310733,0
25,1382864,0
55,1926008,1
48,1342354,0
49,330016,0
29,1897152,1
58,368204,1
26,1359149,1
39,320730,0
64,1312762,1
31,705349,0
22,218781,0
64,1486253,1
64,457506,1
29,1279702,1
41,1486793,1
44,615794,0
54,1764050,1
42,480027,0
23,754070,1
32,1567107,1
48,1920915,1
50,1020178,1
46,461161,1
41,266266,1
48,724344,0
46,1542177,1
53,1644035,1
41,1696823,0
55,1381349,1
54,1960317,0
61,1954374,1
38,535983,1
31,1329212,1
43,569841,0
42,1315059,0
37,1269081,1
25,599769,0
64,757813,1
31,1460050,0
50,1344584,1
35,1292924,1
47,926547,0
55,469417,0
53,1574956,1
40,930929,1
36,334607,0
54,1986960,1
22,1355733,1
55,1773772,1
60,1500875,1
48,1449801,1
59,1356928,1
26,1344543,1
29,551133,0
40,1807943,1
21,412628,0
28,311889,1
43,462063,0
23,511467,0
24,1162824,1
45,1209602,0
58,552053,0
35,1294681,1
41,1671956,1
55,332957,1
34,1175323,0
56,201049,0
32,777569,1
37,1553991,1
59,1315273,1
29,659567,0
55,1285110,1
33,1341610,1
35,1306673,0
38,1957749,1
53,487181,1
26,629223,0
47,1721270,1
43,751566,0
47,1912208,0
54,1759284,1
58,1246417,1
34,1174687,0
56,1609893,1
28,1024726,0
55,1846141,1
39,1180013,1
50,204694,0
34,782438,0
40,1840334,0
45,745844,0
60,1444119,1
44,773374,1
34,874267,1
46,972687,0
58,1428135,1
43,1229621,1
42,823756,0
39,1019819,1
23,1158254,0
62,1841466,1
39,1224446,1
29,1742433,1
48,716304,0
40,1123098,1
27,1775324,0
34,272356,0
29,459925,0
39,1789055,0
34,808919,0
58,445702,0
56,996961,1
60,232175,0
37,1528395,0
50,636374,0
29,1033230,1
53,1641120,0
45,1929912,0
34,1967052,1
31,540822,0
55,1311397,1
61,710559,1
34,1260780,1
50,1173169,0
61,993826,0
24,446464,0
24,1051246,0
48,1282169,1
28,1159468,1
22,408260,0
61,315064,0
42,692492,0
61,253365,1
36,1117947,1
49,1469087,0
50,1740850,1
32,1669972,1
55,1728447,1
31,406971,0
41,1161169,0
41,303700,1
25,559221,0
40,1645257,1
57,268247,0
23,1431207,0
64,356270,1
53,1041172,1
29,353560,0
29,1942451,1
24,1758203,0
55,1206648,1
37,1538618,1
54,1643711,0
44,381142,0
52,786901,0
21,1345283,0
28,573921,0
43,1203639,1
60,1200005,0
32,247003,0
32,1821342,1
35,607650,0
61,1163750,1
39,1678441,1
46,1831894,1
49,908421,1
42,1643791,1
60,1394497,1
41,1718231,0
58,970448,0
40,1754796,0
49,1039232,0
24,991877,0
27,1921976,0
48,708524,0
48,1279729,1
24,334411,0
42,780526,1
32,612610,1
23,1564591,1
42,1087104,1
64,1719514,1
22,496751,0
44,252055,1
54,1353085,0
47,1384043,1
61,851666,1
21,1657082,1
28,1336263,0
43,1575798,1
58,1645483,1
26,600686,0
42,1351228,0
45,525341,0
38,1828637,1
37,1135280,0
32,1768422,1
26,402668,0
46,1800448,1
47,1646092,1
28,1311177,1
39,336559,0
62,236282,1
21,1474713,1
49,1626167,1
55,820086,1
60,1903827,1
34,359876,0
55,865275,0
40,1521878,0
33,405229,0
58,210547,0
28,1599433,0
63,1229293,1
40,1513179,0
53,263146,0
46,1614297,1
59,832049,0
41,1614447,1
62,1561180,1
63,282970,1
61,916177,0
29,1417895,1
44,739707,0
57,1218057,1
61,759865,0
37,1251497,1
44,1122180,0
41,679177,1
59,1218225,1
61,1691476,1
59,344535,1
33,721317,1
31,1929410,1
39,849822,1
31,1708797,1
33,272828,0
21,847937,0
60,1208449,1
64,1599782,1
39,255152,0
32,1468649,1
28,558635,0
28,423393,0
32,286569,1
53,1184131,1
46,881132,0
59,1658155,1
48,883850,0
25,1700796,0
28,322537,0
45,253806,1
47,1848856,1
43,1533040,1
50,1589691,1
43,1421793,1
40,1443336,1
38,1559301,1
38,1210065,0
22,1080077,1
24,745042,1
50,269837,0
53,1911143,1
56,1145424,0
38,418811,0
57,839068,0
39,811369,0
48,1214138,0
60,1571242,1
40,1766023,1
53,1191596,1
32,1360675,1
35,1924038,0
61,285015,0
59,829275,0
22,778621,0
49,1988394,0
61,1241680,0
30,1425747,0
22,912706,0
31,850660,0
33,1979417,1
30,593522,0
34,550639,0
38,794055,1
29,1352908,0
59,1916143,1
48,730624,0
23,574344,0
40,930526,0
26,1527976,1
47,954805,0
22,380889,0
49,1748496,1
58,495863,0
23,245704,0
36,1016445,0
50,542135,0
60,1589068,1
22,426884,0
37,1416424,0
61,1520780,1
32,1720384,1
55,1247640,0
63,1124159,0
21,943470,0
35,512067,1
46,278563,0
57,1907966,1
41,1338355,1
51,1937225,1
45,1137243,1
43,299704,1
44,1510333,1
58,310234,0
48,1572407,1
41,236491,0
63,950909,0
38,1104367,0
56,1594498,1
55,1122285,1
29,1269024,0
58,704393,1
50,1562270,1
64,1822158,1
54,483590,0
52,538723,0
23,940749,0
23,1101111,0
48,1334191,1
64,217101,0
35,1183682,1
61,490160,0
43,1922868,1
60,1686445,1
31,814769,1
52,777090,0
56,410005,1
53,1929298,1
44,1820706,1
59,246539,1
54,1806581,1
48,1172100,1
57,970569,1
27,616232,1
24,1434848,0
57,1722060,1
21,1702079,1
21,315042,0
40,327922,0
39,292447,0
49,1594122,1
30,1553327,0
38,1407269,1
48,1261399,1
55,1278562,1
63,845970,0
51,1837189,1
47,1758695,1
31,1638645,0
58,450476,1
25,1306347,0
28,1303549,0
54,1918626,1
32,1830752,0
58,1783820,1
21,1335415,0
51,367605,0
24,1212714,1
25,716754,0
50,1349707,0
44,1578314,0
23,912261,0
31,735807,0
24,886475,0
46,1183770,0
47,201832,0
63,1158872,0
47,1730217,1
62,1886786,1
26,305474,0
35,794003,0
50,1058267,0
62,1846230,1
57,237570,0
57,681193,0
62,861975,1
57,1286887,1
55,1600965,1
43,827475,1
26,1335455,0
24,740027,0
38,266202,0
29,298580,0
49,1997355,1
33,1328175,1
37,889009,1
52,955724,1
42,1164949,1
24,1889634,1
25,1550190,1
57,1585685,1
61,1636052,1
33,903981,0
54,1640401,0
42,1150430,0
43,1887164,1
23,500141,0
62,391012,1
54,896084,0
52,1084237,1
41,362776,0
64,584346,0
41,1670183,1
64,1207227,1
31,966230,1
59,202526,0
24,1142190,1
21,1517294,0
48,470877,1
44,512434,0
55,534937,1
33,236051,0
54,215909,0
31,682898,0
56,1325914,0
37,1769127,1
55,1538853,1
38,1955507,1
60,803350,1
42,1430556,0
44,604494,1
39,573690,0
57,1824322,1
59,1181769,0
41,946447,1
28,1040592,1
48,1565119,1
25,1011730,0
37,431946,0
57,877551,1
56,1698756,1
39,1412740,1
47,289407,0
54,1454905,0
31,697165,0
32,1835377,0
41,1037529,1
31,1147783,0
59,1918340,1
48,663238,0
25,759486,0
37,1473871,1
40,1235702,1
61,1196196,1
32,1178536,0
26,1250595,0
37,805743,0
39,940599,0
46,349776,0
64,1397678,1
64,589027,1
52,1055877,1
26,1059983,0
56,203420,1
58,1046307,1
31,378725,0
53,741028,1
44,1575983,0
43,1878653,0
35,1213368,0
47,1182063,0
31,743753,1
37,644648,1
34,1776995,1
47,734940,0
38,658189,1
48,1990979,1
24,509815,0
27,1493865,0
55,289342,0
29,1529891,1
28,1465777,0
37,1508396,0
37,1435340,1
53,258541,0
52,209470,1
28,1232657,0
39,1965280,1
58,768596,1
23,335669,0
25,1875704,1
33,361860,0
51,1182524,0
36,1298053,0
52,832549,0
42,826754,0
49,495215,0
42,663819,0
63,1703715,1
23,270560,0
30,979680,0
62,1699284,1
41,1673562,1
36,1587482,1
32,1415047,0
22,714295,1
61,1492989,1
44,1437087,1
55,1775233,0
50,1620683,1
50,1477205,0
55,986960,1
39,1357382,1
28,1409962,0
46,827267,0
60,1135551,0
27,1283685,0
50,1786783,1
27,1558218,1
23,1566528,1
21,936152,0
56,1843305,1
45,575987,0
57,706775,0
21,1585140,0
35,1670698,1
57,1618167,0
33,664702,0
60,1315472,1
28,1352007,1
25,615162,1
29,1819884,0
21,1453914,0
56,1765491,1
55,1008593,1
22,227738,1
60,1907861,1
43,1650255,1
29,257153,0
54,1986884,1
34,261009,0
24,1085978,0
50,684469,0
51,1945488,1
58,1566991,1
31,996229,0
55,1596850,1
28,271942,0
23,318065,0
34,1524685,1
33,1524453,1
52,646439,1
54,1637902,1
39,1768366,1
58,882286,1
36,884143,0
22,807648,0
60,1416042,1
37,1619098,1
54,920156,0
62,490431,0
36,1330680,1
58,1934372,1
22,1597636,1
22,1994268,1
46,1715359,1
33,1729275,0
51,1864069,1
54,432321,0
59,337837,0
23,644842,0
28,944067,0
43,341879,1
34,210204,0
47,1996538,1
49,913304,0
59,302903,1
59,615874,1
21,1023513,0
37,980975,1
61,1807850,1
50,1065754,1
33,774592,0
41,1569268,1
39,1228341,0
39,1609167,1
45,1812850,1
42,536239,0
51,1340170,0
37,550425,1
43,1839015,1
52,1025177,1
30,702939,0
30,1422196,1
56,341753,0
28,338056,0
40,358651,0
52,434347,0
34,1958869,1
48,1669191,0
44,886841,1
35,1249520,1
42,818281,1
50,471258,0
24,1026278,0
33,939026,0
43,1457496,0
28,1505381,0
38,1543316,0
32,828375,0
51,1192791,0
34,993339,1
54,455035,0
38,1407762,0
54,546990,0
31,1939661,0
61,1005428,0
32,1647839,1
35,1539487,0
51,1527067,1
49,302063,1
46,1796966,1
38,1777127,1
52,570729,0
42,1316014,1
58,1344935,0
37,623756,1
43,854539,0
44,1742663,1
28,1717518,0
61,656985,1
26,896203,0
25,227690,0
64,727282,1
49,1352109,1
48,1316122,1
31,1649169,0
21,540716,0
63,750755,1
39,970878,0
29,855408,0
47,368050,0
54,1757658,1
64,713672,0
24,1199078,1
56,1846278,1
38,1079577,1
35,904582,0
33,772403,0
39,1076038,1
26,1813511,0
32,1303183,1
57,1699202,1
37,1270572,0
43,1172425,1
46,1332273,1
49,1556742,1
53,1026580,0
47,1840628,0
45,552868,0
30,439190,0
43,208888,0
41,1992602,0
41,635413,0
63,1201830,0
33,1470008,1
57,561085,1
53,479477,0
44,701616,0
64,760643,0
31,430487,1
37,853974,0
24,667119,0
45,1183762,1
50,1935081,1
29,973890,1
41,449434,0
40,1089602,1
39,1586395,1
39,1429502,0
32,791952,0
57,700638,0
62,810441,1
37,1866480,0
57,1504925,1
59,1659325,1
48,1150128,0
61,771284,0
55,509091,1
38,621172,0
34,651813,0
55,852632,0
64,429685,0
61,527608,0
27,1900883,1
61,335024,1
33,1174384,0
38,383273,0
57,844742,1
33,324444,0
56,574319,1
51,504604,0
22,1402444,0
36,362818,0
29,680001,0
29,1248591,1
58,1405605,1
31,805829,0
42,1794156,1
53,1633414,1
56,362948,1
43,916087,0
54,1295622,0
29,1787681,0
44,1258335,1
28,1428080,0
27,1517132,0
56,1699549,0
38,482648,0
23,1619220,0
48,470651,1
26,1269626,0
64,598036,1
64,686383,1
41,1348729,0
48,431329,0
60,1830596,1
21,776209,1
56,1687291,1
41,1890598,1
63,1239786,1
55,337912,0
33,696586,0
30,755728,0
64,1808047,1
30,1906325,1
33,838803,0
57,1633903,1
58,528443,0
44,1993397,1
22,1209589,0
42,1888367,1
37,1287599,1
56,1429677,1
34,502085,1
30,1695742,1
55,1108109,1
45,942319,1
23,276054,0
58,1576083,1
37,701772,1
32,786030,1
44,1241963,1
49,1739688,1
63,769503,1
45,1242585,1
56,359245,0
46,1651187,1
58,1046200,1
21,1490019,0
40,1726535,0
48,1352167,0
36,1497621,0
37,1819093,1
60,262583,0
48,455931,0
32,1408572,0
47,1898875,1
62,1714761,0
50,1540824,1
61,964948,0
54,1024026,0
57,465808,1
26,1932126,1
27,921393,0
52,654377,0
52,928537,1
45,852692,0
53,1450240,0
27,1543619,1
32,1057411,1
